what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877691345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1350877696931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350877697704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877699487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877700659
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877798054
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877799823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877801601
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1350877801624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877809519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877842562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877842620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877842657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877858432
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350877860971
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877862663
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350877864107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877889035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877889145
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877891369
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877894497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1350877895856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350877898204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877901229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877911613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350877914474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350877915742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350877918897
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350877924544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350877937472
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877939640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877947866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350877949513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350877953354
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878018183
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350878024812
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350878028202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350878043074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878044866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878085329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350878085352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878090325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878162645
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878185740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878233735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350878235548
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1350878249684
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350878261990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878264179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350878307294
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350878307317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350878312450
